Ko	gene	name	EC
K02044	phnD	phosphonate transport system substrate-binding protein
K02045	cysA	sulfate transport system ATP-binding protein	[EC:3.6.3.25]
K02046	cysU	sulfate transport system permease protein
K02047	cysW	sulfate transport system permease protein
K02048	cysP, sbp	sulfate transport system substrate-binding protein
K02049	ABC.SN.A	NitT/TauT family transport system ATP-binding protein
K02050	ABC.SN.P	NitT/TauT family transport system permease protein
K02051	ABC.SN.S	NitT/TauT family transport system substrate-binding protein
K02052	ABC.SP.A	putative spermidine/putrescine transport system ATP-binding protein
K02053	ABC.SP.P	putative spermidine/putrescine transport system permease protein
K02054	ABC.SP.P1	putative spermidine/putrescine transport system permease protein
K02055	ABC.SP.S	putative spermidine/putrescine transport system substrate-binding protein
K02056	ABC.SS.A	simple sugar transport system ATP-binding protein	[EC:3.6.3.17]
K02057	ABC.SS.P	simple sugar transport system permease protein
K02058	ABC.SS.S	simple sugar transport system substrate-binding protein
K02062	thiQ	thiamine transport system ATP-binding protein
K02063	thiP	thiamine transport system permease protein
K02064	thiB, tbpA	thiamine transport system substrate-binding protein
K02065	mlaF, linL, mkl	phospholipid/cholesterol/gamma-HCH transport system ATP-binding protein
K02066	mlaE, linK	phospholipid/cholesterol/gamma-HCH transport system permease protein
K02067	mlaD, linM	phospholipid/cholesterol/gamma-HCH transport system substrate-binding protein
K02068	ABC.X2.A	putative ABC transport system ATP-binding protein
K02069	ABC.X2.P	putative ABC transport system permease protein
K02071	metN	D-methionine transport system ATP-binding protein
K02072	metI	D-methionine transport system permease protein
K02073	metQ	D-methionine transport system substrate-binding protein
K02074	ABC.ZM.A	zinc/manganese transport system ATP-binding protein
K02075	ABC.ZM.P	zinc/manganese transport system permease protein
K02077	ABC.ZM.S	zinc/manganese transport system substrate-binding protein
K02078	acpP	acyl carrier protein
K02080	agaI	galactosamine-6-phosphate isomerase	[EC:5.3.1.-]
K02081	agaR	DeoR family transcriptional regulator, aga operon transcriptional repressor
K02082	agaS	tagatose-6-phosphate ketose/aldose isomerase	[EC:5.-.-.-]
K02083	allC	allantoate deiminase	[EC:3.5.3.9]
K02084	APAF1	apoptotic protease-activating factor
K02085	APC	adenomatosis polyposis coli protein
K02087	CDK1, CDC2	cyclin-dependent kinase 1	[EC:2.7.11.22 2.7.11.23]
K02088	CDK3	cyclin-dependent kinase 3	[EC:2.7.11.22]
K02090	CDK5	cyclin-dependent kinase 5	[EC:2.7.11.22]
K02091	CDK6	cyclin-dependent kinase 6	[EC:2.7.11.22]
K02092	apcA	allophycocyanin alpha subunit
K02093	apcB	allophycocyanin beta subunit
K02094	apcC	phycobilisome core linker protein
K02095	apcD	allophycocyanin-B
K02096	apcE	phycobilisome core-membrane linker protein
K02097	apcF	phycobilisome core component
K02098	SPIR	spire
K02105	CTNNB1	catenin beta 1
K02106	atoE	short-chain fatty acids transporter
K02108	ATPF0A, atpB	F-type H+-transporting ATPase subunit a
K02109	ATPF0B, atpF	F-type H+-transporting ATPase subunit b
K02110	ATPF0C, atpE	F-type H+-transporting ATPase subunit c
K02111	ATPF1A, atpA	F-type H+-transporting ATPase subunit alpha	[EC:3.6.3.14]
K02112	ATPF1B, atpD	F-type H+-transporting ATPase subunit beta	[EC:3.6.3.14]
K02113	ATPF1D, atpH	F-type H+-transporting ATPase subunit delta
K02114	ATPF1E, atpC	F-type H+-transporting ATPase subunit epsilon
K02115	ATPF1G, atpG	F-type H+-transporting ATPase subunit gamma
K02116	atpI	ATP synthase protein I
K02117	ATPVA, ntpA, atpA	V/A-type H+/Na+-transporting ATPase subunit A	[EC:3.6.3.14 3.6.3.15]
K02118	ATPVB, ntpB, atpB	V/A-type H+/Na+-transporting ATPase subunit B
K02119	ATPVC, ntpC, atpC	V/A-type H+/Na+-transporting ATPase subunit C
K02120	ATPVD, ntpD, atpD	V/A-type H+/Na+-transporting ATPase subunit D
K02121	ATPVE, ntpE, atpE	V/A-type H+/Na+-transporting ATPase subunit E
K02122	ATPVF, ntpF, atpF	V/A-type H+/Na+-transporting ATPase subunit F
K02123	ATPVI, ntpI, atpI	V/A-type H+/Na+-transporting ATPase subunit I
K02124	ATPVK, ntpK, atpK	V/A-type H+/Na+-transporting ATPase subunit K
K02126	ATPeF0A, MTATP6, ATP6	F-type H+-transporting ATPase subunit a
K02128	ATPeF0C, ATP5G, ATP9	F-type H+-transporting ATPase subunit c
K02130	ATPeF0F, ATP5J2	F-type H+-transporting ATPase subunit f
K02132	ATPeF1A, ATP5A1, ATP1	F-type H+-transporting ATPase subunit alpha
K02133	ATPeF1B, ATP5B, ATP2	F-type H+-transporting ATPase subunit beta	[EC:3.6.3.14]
K02134	ATPeF1D, ATP5D, ATP16	F-type H+-transporting ATPase subunit delta
K02136	ATPeF1G, ATP5C1, ATP3	F-type H+-transporting ATPase subunit gamma
K02137	ATPeF0O, ATP5O, ATP5	F-type H+-transporting ATPase subunit O
K02138	ATPeF0D, ATP5H, ATP7	F-type H+-transporting ATPase subunit d
K02144	ATPeV1H	V-type H+-transporting ATPase subunit H
K02145	ATPeV1A, ATP6A	V-type H+-transporting ATPase subunit A	[EC:3.6.3.14]
K02146	ATPeV0D, ATP6D	V-type H+-transporting ATPase subunit d
K02147	ATPeV1B, ATP6B	V-type H+-transporting ATPase subunit B
K02148	ATPeV1C, ATP6C	V-type H+-transporting ATPase subunit C
K02149	ATPeV1D, ATP6M	V-type H+-transporting ATPase subunit D
K02150	ATPeV1E, ATP6E	V-type H+-transporting ATPase subunit E
K02151	ATPeV1F, ATP6S14	V-type H+-transporting ATPase subunit F
K02154	ATPeV0A, ATP6N	V-type H+-transporting ATPase subunit a
K02155	ATPeV0C, ATP6L	V-type H+-transporting ATPase 16kDa proteolipid subunit
K02156	AUB, PIWI	aubergine
K02157	AXIN1	axin 1
K02160	accB, bccP	acetyl-CoA carboxylase biotin carboxyl carrier protein
K02164	norE	nitric oxide reductase NorE protein
K02165	DKK	dickkopf
K02166	SFRP1	secreted frizzled-related protein 1
K02167	betI	TetR/AcrR family transcriptional regulator, transcriptional repressor of bet genes
K02168	betT, betS	choline/glycine/proline betaine transport protein
K02169	bioC	malonyl-CoA O-methyltransferase	[EC:2.1.1.197]
K02170	bioH	pimeloyl-[acyl-carrier protein] methyl ester esterase	[EC:3.1.1.85]
K02174	BR-C	broad-complex core protein
K02178	BUB1	checkpoint serine/threonine-protein kinase	[EC:2.7.11.1]
K02180	BUB3	cell cycle arrest protein BUB3
K02182	caiC	crotonobetaine/carnitine-CoA ligase	[EC:6.2.1.-]
K02183	CALM	calmodulin
K02184	FMN2	formin 2
K02186	CASP2	caspase 2	[EC:3.4.22.55]
K02188	cbiD	cobalt-precorrin-5B (C1)-methyltransferase	[EC:2.1.1.195]
K02189	cbiG	cobalt-precorrin 5A hydrolase	[EC:3.7.1.12]
K02191	cbiT	cobalt-precorrin-6B (C15)-methyltransferase	[EC:2.1.1.196]
K02192	bfd	bacterioferritin-associated ferredoxin
K02193	ccmA	heme exporter protein A	[EC:3.6.3.41]
K02194	ccmB	heme exporter protein B
K02195	ccmC	heme exporter protein C
K02196	ccmD	heme exporter protein D
K02197	ccmE	cytochrome c-type biogenesis protein CcmE
K02198	ccmF	cytochrome c-type biogenesis protein CcmF
K02199	ccmG, dsbE	cytochrome c biogenesis protein CcmG, thiol:disulfide interchange protein DsbE
K02200	ccmH	cytochrome c-type biogenesis protein CcmH
K02201	E2.7.7.3B	pantetheine-phosphate adenylyltransferase	[EC:2.7.7.3]
K02202	CDK7	cyclin-dependent kinase 7	[EC:2.7.11.22 2.7.11.23]
K02203	thrH	phosphoserine / homoserine phosphotransferase	[EC:3.1.3.3 2.7.1.39]
K02204	thrB2	homoserine kinase type II	[EC:2.7.1.39]
K02206	CDK2	cyclin-dependent kinase 2	[EC:2.7.11.22]
K02207	UBE2R, UBC3, CDC34	ubiquitin-conjugating enzyme E2 R	[EC:2.3.2.23]
K02208	CDK8_11	cyclin-dependent kinase 8/11	[EC:2.7.11.22 2.7.11.23]
K02209	MCM5, CDC46	DNA replication licensing factor MCM5	[EC:3.6.4.12]
K02210	MCM7, CDC47	DNA replication licensing factor MCM7	[EC:3.6.4.12]
K02211	CDK9	cyclin-dependent kinase 9	[EC:2.7.11.22 2.7.11.23]
K02212	MCM4, CDC54	DNA replication licensing factor MCM4	[EC:3.6.4.12]
K02213	CDC6	cell division control protein 6
K02214	CDC7	cell division control protein 7	[EC:2.7.11.1]
K02216	CHK1	serine/threonine-protein kinase Chk1	[EC:2.7.11.1]
K02217	ftnA, ftn	ferritin	[EC:1.16.3.2]
K02218	CSNK1, CKI	casein kinase 1	[EC:2.7.11.1]
K02219	CKS1	cyclin-dependent kinase regulatory subunit CKS1
K02221	yggT	YggT family protein
K02223	CLOCK, KAT13D	circadian locomoter output cycles kaput protein	[EC:2.3.1.48]
K02224	cobB-cbiA	cobyrinic acid a,c-diamide synthase	[EC:6.3.5.9 6.3.5.11]
K02225	cobC1, cobC	cobalamin biosynthetic protein CobC
K02226	cobC, phpB	alpha-ribazole phosphatase	[EC:3.1.3.73]
K02227	cbiB, cobD	adenosylcobinamide-phosphate synthase	[EC:6.3.1.10]
K02228	cobF	precorrin-6A synthase	[EC:2.1.1.152]
K02229	cobG	precorrin-3B synthase	[EC:1.14.13.83]
K02230	cobN	cobaltochelatase CobN	[EC:6.6.1.2]
K02231	cobP, cobU	adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase	[EC:2.7.1.156 2.7.7.62]
K02232	cobQ, cbiP	adenosylcobyric acid synthase	[EC:6.3.5.10]
K02233	E2.7.8.26, cobS, cobV	adenosylcobinamide-GDP ribazoletransferase	[EC:2.7.8.26]
K02234	cobW	cobalamin biosynthesis protein CobW
K02235	FZD2	frizzled 2
K02237	comEA	competence protein ComEA
K02238	comEC	competence protein ComEC
K02241	comFB	competence protein ComFB
K02256	COX1	cytochrome c oxidase subunit 1	[EC:1.9.3.1]
K02257	COX10	protoheme IX farnesyltransferase	[EC:2.5.1.-]
K02258	COX11	cytochrome c oxidase assembly protein subunit 11
K02259	COX15	cytochrome c oxidase assembly protein subunit 15
K02261	COX2	cytochrome c oxidase subunit 2
K02262	COX3	cytochrome c oxidase subunit 3
K02263	COX4	cytochrome c oxidase subunit 4
K02264	COX5A	cytochrome c oxidase subunit 5a
K02266	COX6A	cytochrome c oxidase subunit 6a
K02267	COX6B	cytochrome c oxidase subunit 6b
K02274	coxA	cytochrome c oxidase subunit I	[EC:1.9.3.1]
K02275	coxB	cytochrome c oxidase subunit II	[EC:1.9.3.1]
K02276	coxC	cytochrome c oxidase subunit III	[EC:1.9.3.1]
K02277	coxD, ctaF	cytochrome c oxidase subunit IV	[EC:1.9.3.1]
K02278	cpaA, tadV	prepilin peptidase CpaA	[EC:3.4.23.43]
K02279	cpaB, rcpC	pilus assembly protein CpaB
K02280	cpaC, rcpA	pilus assembly protein CpaC
K02281	cpaD	pilus assembly protein CpaD
K02282	cpaE, tadZ	pilus assembly protein CpaE
K02283	cpaF, tadA	pilus assembly protein CpaF
K02284	cpcA	phycocyanin alpha chain
K02285	cpcB	phycocyanin beta chain
K02286	cpcC	phycocyanin-associated rod linker protein
K02287	cpcD	phycocyanin-associated, rod
K02288	cpcE	phycocyanobilin lyase subunit alpha	[EC:4.4.1.32]
K02289	cpcF	phycocyanobilin lyase subunit beta	[EC:4.4.1.32]
K02290	cpcG	phycobilisome rod-core linker protein
K02291	crtB	phytoene synthase	[EC:2.5.1.32]
K02293	PDS, crtP	15-cis-phytoene desaturase	[EC:1.3.5.5]
K02294	crtR	beta-carotene hydroxylase	[EC:1.14.13.-]
K02295	CRY	cryptochrome
K02296	ARNTL, BMAL1, CYC	aryl hydrocarbon receptor nuclear translocator-like protein 1
K02297	cyoA	cytochrome o ubiquinol oxidase subunit II	[EC:1.10.3.10]
K02298	cyoB	cytochrome o ubiquinol oxidase subunit I	[EC:1.10.3.10]
K02299	cyoC	cytochrome o ubiquinol oxidase subunit III
K02300	cyoD	cytochrome o ubiquinol oxidase subunit IV
K02301	cyoE	protoheme IX farnesyltransferase	[EC:2.5.1.-]
K02302	cysG	uroporphyrin-III C-methyltransferase / precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase	[EC:2.1.1.107 1.3.1.76 4.99.1.4]
K02303	cobA	uroporphyrin-III C-methyltransferase	[EC:2.1.1.107]
K02304	MET8	precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase	[EC:1.3.1.76 4.99.1.4]
K02305	norC	nitric oxide reductase subunit C
K02311	DFFB, DFF40	DNA fragmentation factor, 40 kD, beta subunit	[EC:3.-.-.-]
K02313	dnaA	chromosomal replication initiator protein
K02314	dnaB	replicative DNA helicase	[EC:3.6.4.12]
K02315	dnaC	DNA replication protein DnaC
K02316	dnaG	DNA primase	[EC:2.7.7.-]
K02318	COASY	phosphopantetheine adenylyltransferase / dephospho-CoA kinase	[EC:2.7.7.3 2.7.1.24]
K02319	DPA, polB	DNA polymerase I	[EC:2.7.7.7]
K02320	POLA1	DNA polymerase alpha subunit A	[EC:2.7.7.7]
K02321	POLA2	DNA polymerase alpha subunit B
K02322	DPB1, polD2	DNA polymerase II large subunit	[EC:2.7.7.7]
K02323	DPB2, polD1	DNA polymerase II small subunit	[EC:2.7.7.7]
K02324	POLE1	DNA polymerase epsilon subunit 1	[EC:2.7.7.7]
K02325	POLE2	DNA polymerase epsilon subunit 2	[EC:2.7.7.7]
K02327	POLD1	DNA polymerase delta subunit 1	[EC:2.7.7.7]
K02328	POLD2	DNA polymerase delta subunit 2
K02330	POLB	DNA polymerase beta	[EC:2.7.7.7 4.2.99.-]
K02331	POL5, MYBBP1A	DNA polymerase phi	[EC:2.7.7.7]
K02332	POLG1, MIP1	DNA polymerase gamma 1	[EC:2.7.7.7]
K02334	dpo	DNA polymerase bacteriophage-type	[EC:2.7.7.7]
K02335	DPO1, polA	DNA polymerase I	[EC:2.7.7.7]
K02336	DPO2, polB	DNA polymerase II	[EC:2.7.7.7]
K02337	DPO3A1, dnaE	DNA polymerase III subunit alpha	[EC:2.7.7.7]
K02338	DPO3B, dnaN	DNA polymerase III subunit beta	[EC:2.7.7.7]
K02339	DPO3C, holC	DNA polymerase III subunit chi	[EC:2.7.7.7]
K02340	DPO3D1, holA	DNA polymerase III subunit delta	[EC:2.7.7.7]
K02341	DPO3D2, holB	DNA polymerase III subunit delta'	[EC:2.7.7.7]
K02342	DPO3E, dnaQ	DNA polymerase III subunit epsilon	[EC:2.7.7.7]
K02343	DPO3G, dnaX	DNA polymerase III subunit gamma/tau	[EC:2.7.7.7]
K02346	DPO4, dinB	DNA polymerase IV	[EC:2.7.7.7]
K02347	dpx	DNA polymerase (family X)
K02348	elaA	ElaA protein
K02349	POLQ	DNA polymerase theta	[EC:2.7.7.7]
K02350	POLZ1, rev3	DNA polymerase zeta	[EC:2.7.7.7]
K02351	K02351	putative membrane protein
K02353	DVL	segment polarity protein dishevelled
K02355	fusA, GFM, EFG	elongation factor G
K02356	efp	elongation factor P
K02357	tsf, TSFM	elongation factor Ts
K02358	tuf, TUFM	elongation factor Tu
K02359	EGH	egghead protein (zeste-white 4 protein)
K02361	entC	isochorismate synthase	[EC:5.4.4.2]
K02365	ESP1	separase	[EC:3.4.22.49]
K02366	EXT1	glucuronyl/N-acetylglucosaminyl transferase EXT1	[EC:2.4.1.224 2.4.1.225]
K02367	EXT2	glucuronyl/N-acetylglucosaminyl transferase EXT2	[EC:2.4.1.224 2.4.1.225]
K02370	EXTL3	alpha-1,4-N-acetylglucosaminyltransferase EXTL3	[EC:2.4.1.223 2.4.1.224]
K02371	fabK	enoyl-[acyl-carrier protein] reductase II	[EC:1.3.1.9]
K02372	fabZ	3-hydroxyacyl-[acyl-carrier-protein] dehydratase	[EC:4.2.1.59]
K02374	PTPN13, FAP-1	tyrosine-protein phosphatase non-receptor type 13
K02375	FZD5_8, fz2	frizzled 5/8
K02377	TSTA3, fcl	GDP-L-fucose synthase	[EC:1.1.1.271]
K02379	fdhD	FdhD protein
K02385	flbD	flagellar protein FlbD
K02386	flgA	flagella basal body P-ring formation protein FlgA
K02387	flgB	flagellar basal-body rod protein FlgB
K02388	flgC	flagellar basal-body rod protein FlgC
K02389	flgD	flagellar basal-body rod modification protein FlgD
K02390	flgE	flagellar hook protein FlgE
K02391	flgF	flagellar basal-body rod protein FlgF
K02392	flgG	flagellar basal-body rod protein FlgG
K02393	flgH	flagellar L-ring protein precursor FlgH
K02394	flgI	flagellar P-ring protein precursor FlgI
K02395	flgJ	flagellar protein FlgJ
K02396	flgK	flagellar hook-associated protein 1 FlgK
K02397	flgL	flagellar hook-associated protein 3 FlgL
K02398	flgM	negative regulator of flagellin synthesis FlgM
K02399	flgN	flagella synthesis protein FlgN
K02400	flhA	flagellar biosynthesis protein FlhA
K02401	flhB	flagellar biosynthetic protein FlhB
K02402	flhC	flagellar transcriptional activator FlhC
K02403	flhD	flagellar transcriptional activator FlhD
K02404	flhF	flagellar biosynthesis protein FlhF
K02405	fliA	RNA polymerase sigma factor for flagellar operon FliA
K02406	fliC	flagellin
K02407	fliD	flagellar hook-associated protein 2
K02408	fliE	flagellar hook-basal body complex protein FliE
K02409	fliF	flagellar M-ring protein FliF
K02410	fliG	flagellar motor switch protein FliG
K02411	fliH	flagellar assembly protein FliH
K02412	fliI	flagellum-specific ATP synthase	[EC:3.6.3.14]
K02413	fliJ	flagellar FliJ protein
K02414	fliK	flagellar hook-length control protein FliK
K02415	fliL	flagellar FliL protein
K02416	fliM	flagellar motor switch protein FliM
K02417	fliNY, fliN	flagellar motor switch protein FliN/FliY
K02418	fliOZ, fliO	flagellar protein FliO/FliZ
K02419	fliP	flagellar biosynthetic protein FliP
K02420	fliQ	flagellar biosynthetic protein FliQ
K02421	fliR	flagellar biosynthetic protein FliR
K02422	fliS	flagellar protein FliS
K02423	fliT	flagellar protein FliT
K02424	fliY	cystine transport system substrate-binding protein
K02426	sufE	cysteine desulfuration protein SufE
K02427	rlmE, rrmJ, ftsJ	23S rRNA (uridine2552-2'-O)-methyltransferase	[EC:2.1.1.166]
K02428	rdgB	XTP/dITP diphosphohydrolase	[EC:3.6.1.66]
K02429	fucP	MFS transporter, FHS family, L-fucose permease
K02431	fucU, FUOM	L-fucose mutarotase	[EC:5.1.3.29]
K02432	FZD1_7, fz	frizzled 1/7
K02433	gatA, QRSL1	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A	[EC:6.3.5.6 6.3.5.7]
K02434	gatB, PET112	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B	[EC:6.3.5.6 6.3.5.7]
K02435	gatC, GATC	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit C	[EC:6.3.5.6 6.3.5.7]
K02437	gcvH, GCSH	glycine cleavage system H protein
K02438	glgX	glycogen debranching enzyme	[EC:3.2.1.196]
K02439	glpE	thiosulfate sulfurtransferase	[EC:2.8.1.1]
K02440	GLPF	glycerol uptake facilitator protein
K02444	glpR	DeoR family transcriptional regulator, glycerol-3-phosphate regulon repressor
K02445	glpT	MFS transporter, OPA family, glycerol-3-phosphate transporter
K02446	glpX	fructose-1,6-bisphosphatase II	[EC:3.1.3.11]
K02448	norD	nitric oxide reductase NorD protein
K02449	CDK10	cyclin-dependent kinase 10	[EC:2.7.11.22]
K02450	gspA	general secretion pathway protein A
K02452	gspC	general secretion pathway protein C
K02453	gspD	general secretion pathway protein D
K02454	gspE	general secretion pathway protein E
K02455	gspF	general secretion pathway protein F
K02456	gspG	general secretion pathway protein G
K02457	gspH	general secretion pathway protein H
K02458	gspI	general secretion pathway protein I
K02459	gspJ	general secretion pathway protein J
K02460	gspK	general secretion pathway protein K
K02461	gspL	general secretion pathway protein L
K02463	gspN	general secretion pathway protein N
K02469	gyrA	DNA gyrase subunit A	[EC:5.99.1.3]
K02470	gyrB	DNA gyrase subunit B	[EC:5.99.1.3]
K02471	yddA	putative ATP-binding cassette transporter
K02472	wecC	UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase	[EC:1.1.1.336]
K02473	E5.1.3.7, wbpP	UDP-N-acetylglucosamine 4-epimerase	[EC:5.1.3.7]
K02474	wbpO	UDP-N-acetyl-D-galactosamine dehydrogenase	[EC:1.1.1.-]
K02477	K02477	two-component system, LytT family, response regulator
K02478	K02478	two-component system, LytT family, sensor kinase	[EC:2.7.13.3]
K02480	K02480	two-component system, NarL family, sensor kinase	[EC:2.7.13.3]
K02481	K02481	two-component system, NtrC family, response regulator
K02483	K02483	two-component system, OmpR family, response regulator
K02484	K02484	two-component system, OmpR family, sensor kinase	[EC:2.7.13.3]
K02487	pilL	type IV pili sensor histidine kinase and response regulator
K02488	pleD	two-component system, cell cycle response regulator	[EC:2.7.7.65]
K02492	hemA	glutamyl-tRNA reductase	[EC:1.2.1.70]
K02493	hemK, prmC, HEMK	release factor glutamine methyltransferase	[EC:2.1.1.297]
K02494	lolB	outer membrane lipoprotein LolB
K02495	hemN, hemZ	oxygen-independent coproporphyrinogen III oxidase	[EC:1.3.98.3]
K02496	hemX	uroporphyrin-III C-methyltransferase	[EC:2.1.1.107]
K02498	hemY	HemY protein
K02499	yabN	tetrapyrrole methylase family protein / MazG family protein
K02500	hisF	cyclase	[EC:4.1.3.-]
K02501	hisH	glutamine amidotransferase	[EC:2.4.2.-]
K02502	hisZ	ATP phosphoribosyltransferase regulatory subunit
K02503	HINT1, hinT, hit	histidine triad (HIT) family protein
K02509	hpaH	2-oxo-hept-3-ene-1,7-dioate hydratase	[EC:4.2.1.-]
K02510	hpaI, hpcH	4-hydroxy-2-oxoheptanedioate aldolase	[EC:4.1.2.52]
K02513	HS2ST1	heparan sulfate 2-O-sulfotransferase HS2ST1	[EC:2.8.2.-]
K02514	HS6ST1	heparan sulfate 6-O-sulfotransferase HS6ST1	[EC:2.8.2.-]
K02516	PRMT5, HSL7	type II protein arginine methyltransferase	[EC:2.1.1.320]
K02517	lpxL, htrB	Kdo2-lipid IVA lauroyltransferase	[EC:2.3.1.241]
K02518	infA	translation initiation factor IF-1
K02519	infB, MTIF2	translation initiation factor IF-2
K02520	infC, MTIF3	translation initiation factor IF-3
K02523	ispB	octaprenyl-diphosphate synthase	[EC:2.5.1.90]
K02527	kdtA, waaA	3-deoxy-D-manno-octulosonic-acid transferase	[EC:2.4.99.12 2.4.99.13 2.4.99.14 2.4.99.15]
K02528	ksgA	16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase	[EC:2.1.1.182]
K02529	lacI, galR	LacI family transcriptional regulator
K02533	lasT	tRNA/rRNA methyltransferase	[EC:2.1.1.-]
K02535	lpxC	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase	[EC:3.5.1.108]
K02536	lpxD	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase	[EC:2.3.1.191]
K02537	MAD2	mitotic spindle assembly checkpoint protein MAD2
K02540	MCM2	DNA replication licensing factor MCM2	[EC:3.6.4.12]
K02541	MCM3	DNA replication licensing factor MCM3	[EC:3.6.4.12]
K02542	MCM6	DNA replication licensing factor MCM6	[EC:3.6.4.12]
K02548	menA	1,4-dihydroxy-2-naphthoate octaprenyltransferase	[EC:2.5.1.74 2.5.1.-]
K02549	menC	O-succinylbenzoate synthase	[EC:4.2.1.113]
K02551	menD	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase	[EC:2.2.1.9]
K02552	menF	menaquinone-specific isochorismate synthase	[EC:5.4.4.2]
K02553	rraA, menG	regulator of ribonuclease activity A
K02554	mhpD	2-keto-4-pentenoate hydratase	[EC:4.2.1.80]
K02556	motA	chemotaxis protein MotA
K02557	motB	chemotaxis protein MotB
K02558	mpl	UDP-N-acetylmuramate: L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase	[EC:6.3.2.45]
K02561	BOK	Bcl-2-related ovarian killer protein
K02563	murG	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	[EC:2.4.1.227]
K02564	nagB, GNPDA	glucosamine-6-phosphate deaminase	[EC:3.5.99.6]
K02566	nagD	NagD protein
K02567	napA	periplasmic nitrate reductase NapA	[EC:1.7.99.4]
K02568	napB	cytochrome c-type protein NapB
K02569	napC	cytochrome c-type protein NapC
K02570	napD	periplasmic nitrate reductase NapD
K02572	napF	ferredoxin-type protein NapF
K02573	napG	ferredoxin-type protein NapG
K02574	napH	ferredoxin-type protein NapH
K02575	NRT, narK, nrtP, nasA	MFS transporter, NNP family, nitrate/nitrite transporter
K02576	NDST1	heparan sulfate N-deacetylase/N-sulfotransferase NDST1	[EC:3.1.1.- 2.8.2.-]
K02577	NDST2	heparan sulfate N-deacetylase/N-sulfotransferase NDST2	[EC:3.1.1.- 2.8.2.-]
K02578	NDST3	heparan sulfate N-deacetylase/N-sulfotransferase NDST3	[EC:3.1.1.- 2.8.2.-]
K02580	NFKB1	nuclear factor NF-kappa-B p105 subunit
K02584	nifA	Nif-specific regulatory protein
K02585	nifB	nitrogen fixation protein NifB
K02586	nifD	nitrogenase molybdenum-iron protein alpha chain	[EC:1.18.6.1]
K02587	nifE	nitrogenase molybdenum-cofactor synthesis protein NifE
K02588	nifH	nitrogenase iron protein NifH	[EC:1.18.6.1]
K02589	nifHD1, nifI1	nitrogen regulatory protein PII 1
K02590	nifHD2, nifI2	nitrogen regulatory protein PII 2
K02591	nifK	nitrogenase molybdenum-iron protein beta chain	[EC:1.18.6.1]
